col_0,col_1,col_2,col_3,col_4
-2,ecrVF,114.5398456881316,38.51603063901994,rPfwk
5,wqYEH,111.20629754896531,29.448388380293594,fSfoF
19,xUnww,123.44995335965075,-36.49150932507152,aiWuu
-3,dwbXO,120.4464255583783,16.745790205503756,MQCzY
-7,Rdwbr,117.94411735960088,-5.944715728866449,ztUXd
27,IgUlb,115.81970201507177,1.4039785681303059,NFnzp
49,iMeBD,91.51339963449024,-27.29493603710065,TvnSy
33,pHqEK,123.46258787280198,-3.5614144210581555,qEuzo
-12,wUNrg,119.4619843411102,37.783891346459264,msPLK
20,FSOwY,94.92606600804385,-6.671643134633288,JDEen
-4,rqvlF,116.840701272589,-24.219479205191124,glJMC
22,zfCsd,113.76306009383605,-9.212483343193657,zuPiy
-15,LoNmV,119.12451429296893,5.849646505295901,ytAdT
30,DNXlx,113.8905739018432,7.95704864881106,HEqjk
-14,MTJtk,112.26537373394706,7.895054302926048,nYkKC
13,rcAdP,107.0622402871606,39.89326452638688,GwHid
-11,GSoCV,109.19868276295783,-56.41956013118191,DvQTJ
-30,WtcgE,111.63531606777156,-31.294122368890907,AgGOF
-8,PIKDU,117.43324837878754,62.8919762323373,QnEoh
35,HLgHE,113.24276154114602,-8.409676871888053,jiSGM
2,kRXCe,107.90717933509859,-1.9067005659006462,nwpdS
33,EKRFW,115.05189717300422,25.405268966059715,DsYGL
-6,fIHxN,103.63455383324697,-9.365023705674847,VUQTq
8,vPFYo,131.2521907251063,-23.815014473028633,pxCtx
-7,zdKpO,117.61055530974804,32.091079864619445,WmdWb
58,nupYJ,114.52241712305417,12.70813957217885,axnzx
26,pINYj,104.28464366469923,-6.1786375152572175,fPHWD
55,LXrsM,112.02151373740439,-18.87499168407078,qAajp
30,NweON,123.07371844587423,9.156537957616576,zdmHW
25,Ibnxt,123.66391351083759,22.110638108001037,nvEjE
-30,cPlhX,98.55681731345946,-6.277349586428378,dkCDk
8,BixTh,121.78941277726979,26.029346850381668,lazRG
2,zqyks,102.60531348824642,-7.200869555959927,IRryw
-5,zLGdG,106.16863491967601,-23.75648678607797,VWVMo
32,kckKp,113.9395788468455,16.84022159032953,RxvZI
-8,ZazKV,113.6221508286595,41.96685504153092,QYsrh
-5,cyhxG,103.12670174973456,-3.414392645099949,teavN
-31,HeDrd,115.49687744160178,43.86126867791141,rVlzr
-3,HOgDI,103.24525301605279,-2.6509199266230654,KvGgz
17,LtGYY,112.2630168802746,-27.790412926317547,quhmz
39,oMlLt,112.20710488133071,48.30580579390348,YpNrK
28,trZYB,109.67135587750641,-18.80368809994344,hBQqL
20,eFeIc,109.02926134869756,-37.592747725989696,NxbSp
43,fkqFU,109.38349903529667,30.110020077452592,iwGZi
-3,ueszv,102.54290988470903,-12.252764178494768,meUKV
20,JGmdU,114.21009811943752,4.939917055153163,uFgTD
10,iaViN,115.92793797870789,-16.549305835677522,mwshO
4,rfDrs,108.12607334983203,-19.138522481528884,dqlYn
24,YUAGi,112.54048259386539,22.847692481642504,PdOjU
36,UcyRs,100.64281250849392,-12.727137438660488,HBkNl
35,TygXI,112.36346288450434,-2.5323841481499043,qoxdm
6,BgUhu,119.01770296636423,15.989266704218156,NIxRB
-7,avzkK,106.84511530630822,-6.695772716856589,GXrAQ
10,KpCxJ,102.4247778121151,-29.965734542587743,oyglm
33,dvBBN,108.48109717508596,25.591600702772602,rEQbC
15,PgWKv,112.9538297551613,12.894455011370848,geGYy
4,sEyIa,122.65588945558672,-15.517001437101019,HeVrC
23,KumqG,123.5031927332387,26.131623020022268,qqzmS
-12,ZTPQj,119.15711167810191,-5.77977318424819,zQFBi
43,sYQwc,117.42360144323492,31.44449224454551,ggoNi
2,TYjXJ,101.35725949222346,-7.713758567591461,wbZGY
18,HyHXl,116.0816877421876,-2.77249176698495,cOYYe
8,hDzRs,114.76027732461941,-9.232912138530306,guvwy
18,qWaTW,109.60500693580069,-38.48522996786242,IVaAX
27,QiDtg,116.97034280582558,17.607875318936912,uGXZk
16,OEwFv,34.8840194205863,0.37821201919842684,Vczzx
21,uvSng,36.28920834055768,7.4399433392006475,GggTU
